id_partida,regiao,id_players,name_players,pick,win,win_rate,modo,mapa,data_adicao,player_tag,player_name,id_time,nome_time,tipo
20260809T183907_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CHARLIE_PIERCE_SURGE_PENNY_STU_8-BIT,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,STU,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:39:07,#PR0P8QVQ,kr?,SKC,SKCALALAS SA,scrim
20260809T183907_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CHARLIE_PIERCE_SURGE_PENNY_STU_8-BIT,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,8-BIT,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:39:07,#PR9U2JL,SKC|Juan Carlos,SKC,SKCALALAS SA,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,CORDELIUS,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,WILLOW,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,LOU,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,RICO,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#89PVJG9R0,Rhz 🐷,SKC,SKCALALAS SA,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,LARRY & LAWRIE,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#PR0P8QVQ,kr?,SKC,SKCALALAS SA,scrim
20260809T183259_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,ASH,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:32:59,#PR9U2JL,SKC|Juan Carlos,SKC,SKCALALAS SA,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,CORDELIUS,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,WILLOW,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,LOU,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,RICO,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#89PVJG9R0,Rhz 🐷,SKC,SKCALALAS SA,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,LARRY & LAWRIE,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#PR0P8QVQ,kr?,SKC,SKCALALAS SA,scrim
20260809T183124_Pinball Dreams_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#89PVJG9R0_#PR0P8QVQ_#PR9U2JL_CORDELIUS_WILLOW_LOU_RICO_LARRY & LAWRIE_ASH,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#89PVJG9R0;#PR0P8QVQ;#PR9U2JL,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Rhz 🐷;kr?;SKC|Juan Carlos,ASH,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:31:24,#PR9U2JL,SKC|Juan Carlos,SKC,SKCALALAS SA,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,STU,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,LOU,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,ASH,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,DAMIAN,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#G0L8RYU,Gojo kun🌠,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,MEEPLE,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#2C0UGGUC9,bloodthirsty,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T182042_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,LOLA,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:20:42,#2LP20QP0C,Max,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,STU,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,LOU,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,ASH,1,100.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,DAMIAN,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#G0L8RYU,Gojo kun🌠,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,MEEPLE,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#2C0UGGUC9,bloodthirsty,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181802_Ring of Fire_#YGQYGCR_#PLLRJC2V_#GYCYCLRJL_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_STU_LOU_ASH_DAMIAN_MEEPLE_LOLA,SA,#YGQYGCR;#PLLRJC2V;#GYCYCLRJL;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Wesley534;BH|Prozy;Gojo kun🌠;bloodthirsty;Max,LOLA,0,0.0%,hotZone,Ring of Fire,09/08/2026 15:18:02,#2LP20QP0C,Max,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,GRIFF,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,ASH,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,LUMI,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,KENJI,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#G0L8RYU,Gojo kun🌠,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,MAX,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#2C0UGGUC9,bloodthirsty,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T181052_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,STU,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:10:52,#2LP20QP0C,Max,OPONENTE_T1,DESCONHECIDO T1,scrim
20260809T180915_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,GRIFF,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:09:15,#YGQYGCR,Santi 𑣲𝒌,BH,BH ESPORTS,scrim
20260809T180915_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,ASH,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:09:15,#GYCYCLRJL,BH|Prozy,BH,BH ESPORTS,scrim
20260809T180915_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,LUMI,1,100.0%,brawlBall,Pinball Dreams,09/08/2026 15:09:15,#PLLRJC2V,BH|Wesley534,BH,BH ESPORTS,scrim
20260809T180915_Pinball Dreams_#YGQYGCR_#GYCYCLRJL_#PLLRJC2V_#G0L8RYU_#2C0UGGUC9_#2LP20QP0C_GRIFF_ASH_LUMI_KENJI_MAX_STU,SA,#YGQYGCR;#GYCYCLRJL;#PLLRJC2V;#G0L8RYU;#2C0UGGUC9;#2LP20QP0C,Santi 𑣲𝒌;BH|Prozy;BH|Wesley534;Gojo kun🌠;bloodthirsty;Max,KENJI,0,0.0%,brawlBall,Pinball Dreams,09/08/2026 15:09:15,#G0L8RYU,Gojo kun🌠,OPONENTE_T1,DESCONHECIDO T1,scrim
